AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,eyeDetection,time_sec
0.7613628837714588,-0.008123919588568722,1.2280586191656626,1.293673354907806,0.5454906298550088,-1.972951409379569,1.1819212616572294,1.4573639829569949,1.2407751236074336,0.39816287185558874,0.38626401535567173,0.07910627488318278,0.9613892902366576,0.8825959355998485,0,0.0
0.6520297222638051,-0.1683529982667948,1.4216404488186973,1.3899032789001549,-0.027515640136349336,-1.9619267034290149,1.1978568324296377,1.2172044012662526,0.4394778463840329,-0.33224289551184805,0.2227776788217135,0.023216965775738507,0.8258523706299167,0.6457947176361868,0,0.0078125
0.6977767127645433,-0.09784992218742476,1.5628899560648306,1.6408706586547464,-0.2022810676100463,-2.111126046134099,1.1998263017456137,0.9686391708038151,0.5692082526396194,-0.3966771210507396,0.2088783007329029,0.16664562867769456,0.7781677281562841,0.726074569039434,0,0.015625
0.7647806402971975,0.09100986274978579,1.5722408470960065,1.6686522655072424,0.0955070476565265,-2.141071143850521,1.1853695522531607,0.8464724174910153,0.8675090317666946,0.2436437994172293,0.3477141912750433,0.44514773581008577,0.8232678869354291,0.9679882841633698,0,0.0234375
0.6722114877101582,0.06759566205271594,1.349936544660647,1.5045598216023965,0.37535963209641005,-1.9600578164898481,1.145773459798647,0.5986635848752127,0.4874194768603465,0.6019948466668453,0.4605761900805206,0.5025560879261015,0.8454594334824678,1.0114367638935942,0,0.03125
0.5246999385572089,-0.1714161853379137,1.0124170954193432,1.5138480020080225,0.2819501393774414,-1.907571459225018,1.0144394770217366,0.17454256839730542,0.26244959997354717,0.17291670912082488,0.322812720871301,0.08782156605152346,0.7563019085009788,0.7578163089005712,0,0.0390625
0.5271854264008669,-0.26445793874983636,0.7954541789451002,1.4542882904479066,0.12609895435556248,-2.060958895556339,0.8000122592463593,-0.004281827842262017,0.5720597550823436,-0.21746159397093348,-0.05384867605324791,-0.4836863202663089,0.5866063783202716,0.4777861739876764,0,0.046875
0.632336776057214,-0.1159560871553699,0.6851350871543955,1.07983654926092,0.16421414458313527,-2.14334969631632,0.7350822888710531,-0.09789896708996002,0.17771134502526037,-0.12415650818822051,-0.2708354789671302,-0.6268714134203821,0.5074009622099451,0.5134102075866029,0,0.0546875
0.6863694820342128,0.03416579053410907,0.6201267737432349,0.8335268662718571,0.21532804646542694,-2.113505736864668,0.903588151694647,-0.3919773380523614,-0.6806606011749979,-0.028650212124482714,0.012156978206563576,-0.2972258990949112,0.7176816388183822,0.7860117846985253,0,0.0625
0.6962219069051306,0.09446466342723264,0.6299922011530227,0.9827435715525321,0.18084111691546392,-2.1319198374644404,0.9589272275661894,-0.38093562416810645,-0.4127413631941399,-0.09229198892181746,0.44079414530220346,-0.04742084975217015,0.9910657660815426,0.8503373259654481,0,0.0703125
0.6495820106482862,0.029028263253369848,0.42652134336976877,1.0592451559823721,0.07514841951124207,-2.1675513604792203,0.7484026803431773,-0.00987215707747225,0.21042810092972733,-0.19353448630824732,0.3546390684625698,-0.30650505972444303,0.809586811095636,0.5784860406157256,0,0.078125
0.44209236882072867,-0.2590873785352416,-0.23666893122974303,0.6571675921164444,-0.15626025769183519,-2.1347021102545836,0.6559910310503827,-0.034782685325472885,-0.29802780322345696,-0.3777553194271718,-0.18397177399521705,-0.9138887370669316,0.27188254270418166,0.287770941941316,0,0.0859375
0.19120405413130814,-0.5163623539639628,-0.7793997532986621,0.1213821438239907,-0.3135101272480007,-2.0869057396705086,0.8256430183248403,-0.2804677275685614,-0.6686196294658922,-0.4774354097140913,-0.5039310905373336,-1.2135872981900429,-0.0014074999559577062,0.19072443072012715,0,0.09375
0.17238893865317503,-0.39285720341665453,-0.5849794977323454,0.026915117442197878,-0.17618157490948758,-2.0409076769627092,0.9012414356080768,0.08650196249349948,0.2206129778079493,-0.3560065318222555,-0.35453434038144577,-0.7842881589786966,0.11206486617211417,0.2793020808602786,0,0.1015625
0.3357535844234733,-0.13154965146802639,-0.1970792493552759,0.2597243563347036,-0.059965014803488696,-1.9769118067289284,0.832527409780077,0.7024934696213211,0.8124933812032648,-0.27993772518710386,-0.10843739053580528,-0.25578045549500356,0.22122427573785983,0.4412747167121168,0,0.109375
0.3317152769743778,-0.1738186002519321,-0.39176306422070745,0.2589518718073114,-0.2060744821198378,-1.985684262987535,0.920311965969185,0.7085859158575063,0.3631633198889919,-0.3474036493624676,-0.12544773228787423,-0.5411308357014363,0.1290778236069052,0.41990114170132475,0,0.1171875
0.1304119442347795,-0.40936096767263536,-0.7995859727803266,0.028975612271394887,-0.24938570645244998,-2.080152478925281,1.0406046584589428,0.31379396826277156,0.11323753734670454,-0.30256964793614255,-0.3644128753492586,-1.2561810532844813,-0.01356763377883129,0.2432573364297289,0,0.125
0.09754455149138683,-0.4561710493533024,-0.7334611630237415,-0.0094177804528579,-0.059547974608980904,-2.090278737321093,0.874187694070623,0.002867853283249775,0.056811468444546986,-0.21248681506102007,-0.526414291678934,-1.3229447337814408,0.03439228127866969,0.2988233386450508,0,0.1328125
0.2837973478577113,-0.30329845284561574,-0.40967861098637964,0.07576000853835917,0.027939464877674222,-1.9578395157179114,0.654859342207607,-0.28860435380303817,-0.5343084863228328,-0.4628078762819053,-0.4282252957319873,-0.7868077260418741,0.28095678682435815,0.4966985961442318,0,0.140625
0.3724576299084342,-0.21489613710653552,-0.2943084186230194,0.016401164497037598,0.05164231916797573,-1.838710288222265,0.742268969954613,-0.4410750469144662,-0.6621347130530175,-0.7898571537665738,-0.10680556021530223,-0.4347754692709058,0.48141163731881076,0.4900386205607764,0,0.1484375
0.4028066225316917,-0.15025929724739032,-0.24247478765948904,0.0747959201566213,0.18904186962666486,-1.8508453112887706,0.9442289920391868,-0.19754810755860525,0.23440977542418862,-0.39418589146890454,0.34306688039257555,-0.3519642691339795,0.6145989859485115,0.597458592894989,0,0.15625
0.6126800941540335,0.15889666408988032,-0.032589561636319195,0.498739598720786,0.10914376393925804,-1.93340455342399,0.951290496611335,0.1219471590606077,0.6881674549621667,0.4792741082378608,0.6705160676792092,-0.24773446181369047,0.8588637956662144,1.0178691497781187,0,0.1640625
